Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Team1_runs,Team2_runs,Total_runs
2981,ODI # 3122,Canada,Kenya,Winner2ndInning,Delhi,"Mar 7, 2011",Canada,India,Neutral,Neutral,Second,First,244,175,419
2982,ODI # 3123,New Zealand,Pakistan,Winner1stInning,Pallekele,"Mar 8, 2011",New Zealand,,Neutral,Neutral,First,Second,238,197,435
2983,ODI # 3124,India,Netherlands,Winner2ndInning,Delhi,"Mar 9, 2011",India,India,Home,Away,Second,First,287,229,516
2984,ODI # 3125,Sri Lanka,Zimbabwe,Winner1stInning,Pallekele,"Mar 10, 2011",Sri Lanka,,Neutral,Neutral,First,Second,171,264,435
2985,ODI # 3126,Ireland,West Indies,Winner1stInning,Mohali,"Mar 11, 2011",West Indies,,Neutral,Neutral,Second,First,278,153,431
2986,ODI # 3127,Bangladesh,England,Winner2ndInning,Chittagong,"Mar 11, 2011",Bangladesh,Bangladesh,Home,Away,Second,First,169,294,463
2987,ODI # 3128,India,South Africa,Winner2ndInning,Nagpur,"Mar 12, 2011",South Africa,India,Home,Away,First,Second,188,171,359
2988,ODI # 3129,Canada,New Zealand,Winner1stInning,Mumbai,"Mar 13, 2011",New Zealand,India,Neutral,Neutral,Second,First,206,258,464
2989,ODI # 3130,Australia,Kenya,Winner1stInning,Bengaluru,"Mar 13, 2011",Australia,India,Neutral,Neutral,First,Second,156,163,319
2990,ODI # 3131,Bangladesh,Netherlands,Winner2ndInning,Chittagong,"Mar 14, 2011",Bangladesh,Bangladesh,Home,Away,Second,First,214,200,414
2991,ODI # 3132,Pakistan,Zimbabwe,Winner2ndInning,Pallekele,"Mar 14, 2011",Pakistan,,Neutral,Neutral,Second,First,281,218,499
2992,ODI # 3133,Ireland,South Africa,Winner1stInning,Kolkata,"Mar 15, 2011",South Africa,India,Neutral,Neutral,Second,First,189,293,482
2993,ODI # 3134,Australia,Canada,Winner2ndInning,Bengaluru,"Mar 16, 2011",Australia,India,Neutral,Neutral,Second,First,219,278,497
2994,ODI # 3135,England,West Indies,Winner1stInning,Chennai,"Mar 17, 2011",England,India,Neutral,Neutral,First,Second,188,214,402
2995,ODI # 3136,Ireland,Netherlands,Winner2ndInning,Kolkata,"Mar 18, 2011",Ireland,India,Neutral,Neutral,Second,First,182,151,333
2996,ODI # 3137,New Zealand,Sri Lanka,Winner1stInning,Mumbai,"Mar 18, 2011",Sri Lanka,India,Neutral,Neutral,Second,First,238,254,492
2997,ODI # 3138,Bangladesh,South Africa,Winner1stInning,Dhaka,"Mar 19, 2011",South Africa,Bangladesh,Home,Away,Second,First,162,158,320
2998,ODI # 3139,Australia,Pakistan,Winner2ndInning,Colombo,"Mar 19, 2011",Pakistan,Sri Lanka,Neutral,Neutral,First,Second,170,154,324
2999,ODI # 3140,Kenya,Zimbabwe,Winner1stInning,Kolkata,"Mar 20, 2011",Zimbabwe,India,Neutral,Neutral,Second,First,242,210,452
3000,ODI # 3141,India,West Indies,Winner1stInning,Chennai,"Mar 20, 2011",India,India,Home,Away,First,Second,192,221,413
3001,ODI # 3142,Pakistan,West Indies,Winner2ndInning,Dhaka,"Mar 23, 2011",Pakistan,Bangladesh,Neutral,Neutral,Second,First,238,174,412
3002,ODI # 3143,India,Australia,Winner2ndInning,Ahmedabad,"Mar 24, 2011",India,India,Home,Away,Second,First,212,289,501
3003,ODI # 3144,New Zealand,South Africa,Winner1stInning,Dhaka,"Mar 25, 2011",New Zealand,Bangladesh,Neutral,Neutral,First,Second,300,187,487
3004,ODI # 3145,Sri Lanka,England,Winner2ndInning,Colombo,"Mar 26, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,270,300,570
3005,ODI # 3146,Sri Lanka,New Zealand,Winner2ndInning,Colombo,"Mar 29, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,177,299,476
3006,ODI # 3147,India,Pakistan,Winner1stInning,Mohali,"Mar 30, 2011",India,,Neutral,Neutral,First,Second,206,213,419
3007,ODI # 3148,India,Sri Lanka,Winner2ndInning,Mumbai,"Apr 2, 2011",India,India,Home,Away,Second,First,246,276,522
3008,ODI # 3149,Bangladesh,Australia,Winner1stInning,Dhaka,"Apr 9, 2011",Australia,Bangladesh,Home,Away,Second,First,184,165,349
3009,ODI # 3150,Bangladesh,Australia,Winner2ndInning,Dhaka,"Apr 11, 2011",Australia,Bangladesh,Home,Away,First,Second,222,205,427
3010,ODI # 3151,Bangladesh,Australia,Winner1stInning,Dhaka,"Apr 13, 2011",Australia,Bangladesh,Home,Away,Second,First,169,290,459
3011,ODI # 3152,West Indies,Pakistan,Winner2ndInning,Gros Islet,"Apr 23, 2011",Pakistan,West Indies,Home,Away,First,Second,204,162,366
3012,ODI # 3153,West Indies,Pakistan,Winner2ndInning,Gros Islet,"Apr 25, 2011",Pakistan,West Indies,Home,Away,First,Second,272,263,535
3013,ODI # 3154,West Indies,Pakistan,Winner2ndInning,Bridgetown,"Apr 28, 2011",Pakistan,West Indies,Home,Away,First,Second,298,157,455
3014,ODI # 3155,West Indies,Pakistan,Winner1stInning,Bridgetown,"May 2, 2011",West Indies,West Indies,Home,Away,First,Second,176,194,370
3015,ODI # 3156,West Indies,Pakistan,Winner2ndInning,Providence,"May 5, 2011",West Indies,West Indies,Home,Away,Second,First,248,278,526
3016,ODI # 3157,Ireland,Pakistan,Winner2ndInning,Belfast,"May 28, 2011",Pakistan,Ireland,Home,Away,First,Second,225,174,399
3017,ODI # 3158,Ireland,Pakistan,Winner2ndInning,Belfast,"May 30, 2011",Pakistan,Ireland,Home,Away,First,Second,196,174,370
3018,ODI # 3159,West Indies,India,Winner2ndInning,Port of Spain,"Jun 6, 2011",India,West Indies,Home,Away,First,Second,209,240,449
3019,ODI # 3160,West Indies,India,Winner2ndInning,Port of Spain,"Jun 8, 2011",India,West Indies,Home,Away,First,Second,180,272,452
3020,ODI # 3161,West Indies,India,Winner2ndInning,North Sound,"Jun 11, 2011",India,West Indies,Home,Away,First,Second,264,240,504
3021,ODI # 3162,West Indies,India,Winner1stInning,North Sound,"Jun 13, 2011",West Indies,West Indies,Home,Away,First,Second,167,169,336
3022,ODI # 3163,West Indies,India,Winner2ndInning,Kingston,"Jun 16, 2011",West Indies,West Indies,Home,Away,Second,First,160,183,343
3023,ODI # 3164,Scotland,Netherlands,Winner1stInning,Aberdeen,"Jun 28, 2011",Scotland,Scotland,Home,Away,First,Second,153,222,375
3024,ODI # 3165,England,Sri Lanka,Winner1stInning,The Oval,"Jun 28, 2011",England,England,Home,Away,First,Second,261,200,461
3025,ODI # 3166,Scotland,Netherlands,Winner2ndInning,Aberdeen,"Jun 29, 2011",Scotland,Scotland,Home,Away,Second,First,150,165,315
3026,ODI # 3167,England,Sri Lanka,Winner1stInning,Leeds,"Jul 1, 2011",Sri Lanka,England,Home,Away,Second,First,185,222,407
3027,ODI # 3168,England,Sri Lanka,Winner2ndInning,Lord's,"Jul 3, 2011",Sri Lanka,England,Home,Away,First,Second,175,246,421
3028,ODI # 3169,England,Sri Lanka,Winner2ndInning,Nottingham,"Jul 6, 2011",England,England,Home,Away,Second,First,153,186,339
3029,ODI # 3170,England,Sri Lanka,Winner1stInning,Manchester,"Jul 9, 2011",England,England,Home,Away,First,Second,221,238,459
3030,ODI # 3171,Scotland,Ireland,Winner2ndInning,Edinburgh,"Jul 12, 2011",Scotland,Scotland,Home,Away,Second,First,201,251,452
3031,ODI # 3172,Scotland,Sri Lanka,Winner1stInning,Edinburgh,"Jul 13, 2011",Sri Lanka,Scotland,Home,Away,Second,First,265,215,480
3032,ODI # 3173,Canada,Afghanistan,Winner2ndInning,King City,"Aug 7, 2011",Afghanistan,Canada,Home,Away,First,Second,211,262,473
3033,ODI # 3174,Canada,Afghanistan,Winner1stInning,Toronto,"Aug 9, 2011",Afghanistan,Canada,Home,Away,Second,First,152,248,400
3034,ODI # 3175,Sri Lanka,Australia,Winner2ndInning,Pallekele,"Aug 10, 2011",Australia,,Neutral,Neutral,First,Second,232,188,420
3035,ODI # 3176,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Aug 12, 2011",Zimbabwe,Zimbabwe,Home,Away,Second,First,272,290,562
3036,ODI # 3177,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Aug 14, 2011",Zimbabwe,Zimbabwe,Home,Away,Second,First,297,263,560
3037,ODI # 3178,Sri Lanka,Australia,Winner2ndInning,Hambantota,"Aug 14, 2011",Australia,Sri Lanka,Home,Away,First,Second,281,282,563
3038,ODI # 3179,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Aug 16, 2011",Zimbabwe,Zimbabwe,Home,Away,First,Second,174,290,464
3039,ODI # 3180,Sri Lanka,Australia,Winner1stInning,Hambantota,"Aug 16, 2011",Sri Lanka,Sri Lanka,Home,Away,First,Second,219,237,456
3040,ODI # 3181,Zimbabwe,Bangladesh,Winner2ndInning,Bulawayo,"Aug 19, 2011",Bangladesh,Zimbabwe,Home,Away,First,Second,177,216,393
3041,ODI # 3182,Sri Lanka,Australia,Winner2ndInning,Colombo,"Aug 20, 2011",Australia,Sri Lanka,Home,Away,First,Second,293,268,561
3042,ODI # 3183,Zimbabwe,Bangladesh,Winner1stInning,Bulawayo,"Aug 21, 2011",Bangladesh,Zimbabwe,Home,Away,Second,First,298,275,573
3043,ODI # 3184,Sri Lanka,Australia,Winner2ndInning,Colombo,"Aug 22, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,245,177,422
3044,ODI # 3185,Ireland,England,Winner1stInning,Dublin,"Aug 25, 2011",England,Ireland,Home,Away,Second,First,158,150,308
3045,ODI # 3187,England,India,Winner2ndInning,Southampton,"Sep 6, 2011",England,England,Home,Away,Second,First,159,281,440
3046,ODI # 3188,Zimbabwe,Pakistan,Winner1stInning,Bulawayo,"Sep 8, 2011",Pakistan,Zimbabwe,Home,Away,Second,First,258,254,512
3047,ODI # 3189,England,India,Winner2ndInning,The Oval,"Sep 9, 2011",England,England,Home,Away,Second,First,298,253,551
3048,ODI # 3190,Zimbabwe,Pakistan,Winner2ndInning,Harare,"Sep 11, 2011",Pakistan,Zimbabwe,Home,Away,First,Second,270,219,489
3049,ODI # 3192,Netherlands,Kenya,Winner2ndInning,The Hague,"Sep 12, 2011",Netherlands,Netherlands,Home,Away,Second,First,286,250,536
3050,ODI # 3193,Netherlands,Kenya,Winner2ndInning,The Hague,"Sep 13, 2011",Netherlands,Netherlands,Home,Away,Second,First,263,242,505
3051,ODI # 3194,Zimbabwe,Pakistan,Winner1stInning,Harare,"Sep 14, 2011",Pakistan,Zimbabwe,Home,Away,Second,First,191,269,460
3052,ODI # 3195,England,India,Winner2ndInning,Cardiff,"Sep 16, 2011",England,England,Home,Away,Second,First,296,244,540
3053,ODI # 3196,Ireland,Canada,Winner1stInning,Dublin,"Sep 19, 2011",Ireland,Ireland,Home,Away,First,Second,203,227,430
3054,ODI # 3197,Ireland,Canada,Winner1stInning,Dublin,"Sep 20, 2011",Ireland,Ireland,Home,Away,First,Second,300,154,454
3055,ODI # 3198,Bangladesh,West Indies,Winner1stInning,Dhaka,"Oct 13, 2011",West Indies,Bangladesh,Home,Away,Second,First,187,153,340
3056,ODI # 3199,India,England,Winner1stInning,Hyderabad,"Oct 14, 2011",India,India,Home,Away,First,Second,185,280,465
3057,ODI # 3200,Bangladesh,West Indies,Winner2ndInning,Dhaka,"Oct 15, 2011",West Indies,Bangladesh,Home,Away,First,Second,206,175,381
3058,ODI # 3201,India,England,Winner2ndInning,Delhi,"Oct 17, 2011",India,India,Home,Away,Second,First,173,278,451
3059,ODI # 3202,Bangladesh,West Indies,Winner2ndInning,Chittagong,"Oct 18, 2011",Bangladesh,Bangladesh,Home,Away,Second,First,170,266,436
3060,ODI # 3203,South Africa,Australia,Winner1stInning,Centurion,"Oct 19, 2011",Australia,South Africa,Home,Away,Second,First,300,294,594
3061,ODI # 3204,Zimbabwe,New Zealand,Winner2ndInning,Harare,"Oct 20, 2011",New Zealand,Zimbabwe,Home,Away,First,Second,263,218,481
3062,ODI # 3205,India,England,Winner2ndInning,Mohali,"Oct 20, 2011",India,,Neutral,Neutral,Second,First,282,187,469
3063,ODI # 3206,Zimbabwe,New Zealand,Winner2ndInning,Harare,"Oct 22, 2011",New Zealand,Zimbabwe,Home,Away,First,Second,272,250,522
3064,ODI # 3207,India,England,Winner2ndInning,Mumbai,"Oct 23, 2011",India,India,Home,Away,Second,First,250,231,481
3065,ODI # 3208,South Africa,Australia,Winner1stInning,Port Elizabeth,"Oct 23, 2011",South Africa,South Africa,Home,Away,First,Second,269,212,481
3066,ODI # 3209,Zimbabwe,New Zealand,Winner2ndInning,Bulawayo,"Oct 25, 2011",Zimbabwe,Zimbabwe,Home,Away,Second,First,158,281,439
3067,ODI # 3210,India,England,Winner1stInning,Kolkata,"Oct 25, 2011",India,India,Home,Away,First,Second,255,280,535
3068,ODI # 3211,South Africa,Australia,Winner2ndInning,Durban,"Oct 28, 2011",Australia,South Africa,Home,Away,First,Second,202,270,472
3069,ODI # 3212,Pakistan,Sri Lanka,Winner2ndInning,Dubai,"Nov 11, 2011",Pakistan,U.A.E.,Neutral,Neutral,Second,First,286,264,550
3070,ODI # 3213,Pakistan,Sri Lanka,Winner1stInning,Dubai,"Nov 14, 2011",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,275,164,439
3071,ODI # 3214,Pakistan,Sri Lanka,Winner1stInning,Dubai,"Nov 18, 2011",Pakistan,U.A.E.,Neutral,Neutral,First,Second,279,235,514
3072,ODI # 3215,Pakistan,Sri Lanka,Winner1stInning,Sharjah,"Nov 20, 2011",Pakistan,U.A.E.,Neutral,Neutral,First,Second,205,282,487
3073,ODI # 3216,Pakistan,Sri Lanka,Winner2ndInning,Abu Dhabi,"Nov 23, 2011",Pakistan,U.A.E.,Neutral,Neutral,Second,First,210,221,431
3074,ODI # 3217,India,West Indies,Winner2ndInning,Cuttack,"Nov 29, 2011",India,India,Home,Away,Second,First,234,208,442
3075,ODI # 3218,Bangladesh,Pakistan,Winner2ndInning,Dhaka,"Dec 1, 2011",Pakistan,Bangladesh,Home,Away,First,Second,175,233,408
3076,ODI # 3219,India,West Indies,Winner2ndInning,Visakhapatnam,"Dec 2, 2011",India,India,Home,Away,Second,First,235,243,478
3077,ODI # 3220,Bangladesh,Pakistan,Winner1stInning,Dhaka,"Dec 3, 2011",Pakistan,Bangladesh,Home,Away,Second,First,161,194,355
3078,ODI # 3221,India,West Indies,Winner1stInning,Ahmedabad,"Dec 5, 2011",West Indies,India,Home,Away,Second,First,290,282,572
3079,ODI # 3222,Bangladesh,Pakistan,Winner1stInning,Chittagong,"Dec 6, 2011",Pakistan,Bangladesh,Home,Away,Second,First,231,285,516
3080,ODI # 3223,India,West Indies,Winner1stInning,Indore,"Dec 8, 2011",India,India,Home,Away,First,Second,220,174,394
3081,ODI # 3224,India,West Indies,Winner1stInning,Chennai,"Dec 11, 2011",India,India,Home,Away,First,Second,273,192,465
3082,ODI # 3225,South Africa,Sri Lanka,Winner1stInning,Paarl,"Jan 11, 2012",South Africa,South Africa,Home,Away,First,Second,292,237,529
3083,ODI # 3226,South Africa,Sri Lanka,Winner2ndInning,East London,"Jan 14, 2012",South Africa,South Africa,Home,Away,Second,First,277,245,522
3084,ODI # 3227,South Africa,Sri Lanka,Winner1stInning,Bloemfontein,"Jan 17, 2012",South Africa,South Africa,Home,Away,First,Second,206,157,363
3085,ODI # 3228,South Africa,Sri Lanka,Winner2ndInning,Kimberley,"Jan 20, 2012",Sri Lanka,South Africa,Home,Away,First,Second,244,198,442
3086,ODI # 3229,South Africa,Sri Lanka,Winner2ndInning,Johannesburg,"Jan 22, 2012",Sri Lanka,South Africa,Home,Away,First,Second,237,241,478
3087,ODI # 3230,New Zealand,Zimbabwe,Winner1stInning,Dunedin,"Feb 3, 2012",New Zealand,New Zealand,Home,Away,First,Second,287,158,445
3088,ODI # 3231,Australia,India,Winner1stInning,Melbourne,"Feb 5, 2012",Australia,Australia,Home,Away,First,Second,271,194,465
3089,ODI # 3232,New Zealand,Zimbabwe,Winner1stInning,Whangarei,"Feb 6, 2012",New Zealand,New Zealand,Home,Away,First,Second,263,168,431
3090,ODI # 3233,India,Sri Lanka,Winner2ndInning,Perth,"Feb 8, 2012",India,Australia,Neutral,Neutral,Second,First,199,187,386
3091,ODI # 3234,New Zealand,Zimbabwe,Winner1stInning,Napier,"Feb 9, 2012",New Zealand,New Zealand,Home,Away,First,Second,251,283,534
3092,ODI # 3235,Australia,Sri Lanka,Winner1stInning,Perth,"Feb 10, 2012",Australia,Australia,Home,Away,First,Second,175,226,401
3093,ODI # 3236,Afghanistan,Pakistan,Winner2ndInning,Sharjah,"Feb 10, 2012",Pakistan,U.A.E.,Neutral,Neutral,First,Second,213,233,446
3094,ODI # 3237,Australia,India,Winner2ndInning,Adelaide,"Feb 12, 2012",India,Australia,Home,Away,First,Second,268,229,497
3095,ODI # 3238,England,Pakistan,Winner1stInning,Abu Dhabi,"Feb 13, 2012",England,U.A.E.,Neutral,Neutral,First,Second,155,291,446
3096,ODI # 3240,England,Pakistan,Winner1stInning,Abu Dhabi,"Feb 15, 2012",England,U.A.E.,Neutral,Neutral,First,Second,295,194,489
3097,ODI # 3241,Australia,Sri Lanka,Winner2ndInning,Sydney,"Feb 17, 2012",Sri Lanka,Australia,Home,Away,First,Second,195,202,397
3098,ODI # 3242,Kenya,Ireland,Winner2ndInning,Mombasa,"Feb 18, 2012",Kenya,Kenya,Home,Away,Second,First,248,287,535
3099,ODI # 3243,England,Pakistan,Winner2ndInning,Dubai,"Feb 18, 2012",England,U.A.E.,Neutral,Neutral,Second,First,164,195,359
3100,ODI # 3244,Australia,India,Winner1stInning,Brisbane,"Feb 19, 2012",Australia,Australia,Home,Away,First,Second,299,154,453
3101,ODI # 3245,Kenya,Ireland,Winner1stInning,Mombasa,"Feb 20, 2012",Ireland,Kenya,Home,Away,Second,First,210,275,485
3102,ODI # 3246,India,Sri Lanka,Winner1stInning,Brisbane,"Feb 21, 2012",Sri Lanka,Australia,Neutral,Neutral,Second,First,290,157,447
3103,ODI # 3247,England,Pakistan,Winner2ndInning,Dubai,"Feb 21, 2012",England,U.A.E.,Neutral,Neutral,Second,First,227,269,496
3104,ODI # 3248,Australia,Sri Lanka,Winner2ndInning,Hobart,"Feb 24, 2012",Sri Lanka,Australia,Home,Away,First,Second,249,222,471
3105,ODI # 3249,New Zealand,South Africa,Winner2ndInning,Wellington,"Feb 25, 2012",South Africa,New Zealand,Home,Away,First,Second,190,169,359
3106,ODI # 3250,Australia,India,Winner1stInning,Sydney,"Feb 26, 2012",Australia,Australia,Home,Away,First,Second,166,242,408
3107,ODI # 3251,India,Sri Lanka,Winner2ndInning,Hobart,"Feb 28, 2012",India,Australia,Neutral,Neutral,Second,First,292,204,496
3108,ODI # 3252,New Zealand,South Africa,Winner2ndInning,Napier,"Feb 29, 2012",South Africa,New Zealand,Home,Away,First,Second,277,180,457
3109,ODI # 3253,Australia,Sri Lanka,Winner1stInning,Melbourne,"Mar 2, 2012",Sri Lanka,Australia,Home,Away,Second,First,286,237,523
3110,ODI # 3254,New Zealand,South Africa,Winner2ndInning,Auckland,"Mar 3, 2012",South Africa,New Zealand,Home,Away,First,Second,233,231,464
3111,ODI # 3255,Australia,Sri Lanka,Winner1stInning,Brisbane,"Mar 4, 2012",Australia,Australia,Home,Away,First,Second,249,274,523
3112,ODI # 3256,Australia,Sri Lanka,Winner2ndInning,Adelaide,"Mar 6, 2012",Sri Lanka,Australia,Home,Away,First,Second,206,161,367
3113,ODI # 3257,Australia,Sri Lanka,Winner1stInning,Adelaide,"Mar 8, 2012",Australia,Australia,Home,Away,First,Second,157,254,411
3114,ODI # 3258,Bangladesh,Pakistan,Winner1stInning,Dhaka,"Mar 11, 2012",Pakistan,Bangladesh,Home,Away,Second,First,235,208,443
3115,ODI # 3259,India,Sri Lanka,Winner1stInning,Dhaka,"Mar 13, 2012",India,Bangladesh,Neutral,Neutral,First,Second,255,205,460
3116,ODI # 3260,Pakistan,Sri Lanka,Winner2ndInning,Dhaka,"Mar 15, 2012",Pakistan,Bangladesh,Neutral,Neutral,Second,First,269,224,493
3117,ODI # 3261,Bangladesh,India,Winner2ndInning,Dhaka,"Mar 16, 2012",Bangladesh,Bangladesh,Home,Away,Second,First,292,284,576
3118,ODI # 3262,West Indies,Australia,Winner1stInning,Kingstown,"Mar 16, 2012",Australia,West Indies,Home,Away,Second,First,207,187,394
3119,ODI # 3263,India,Pakistan,Winner2ndInning,Dhaka,"Mar 18, 2012",India,Bangladesh,Neutral,Neutral,Second,First,184,287,471
3120,ODI # 3264,West Indies,Australia,Winner2ndInning,Kingstown,"Mar 18, 2012",West Indies,West Indies,Home,Away,Second,First,215,212,427
3121,ODI # 3265,Bangladesh,Sri Lanka,Winner2ndInning,Dhaka,"Mar 20, 2012",Bangladesh,Bangladesh,Home,Away,Second,First,241,178,419
3122,ODI # 3267,Bangladesh,Pakistan,Winner1stInning,Dhaka,"Mar 22, 2012",Pakistan,Bangladesh,Home,Away,Second,First,240,278,518
3123,ODI # 3268,West Indies,Australia,Winner1stInning,Gros Islet,"Mar 23, 2012",West Indies,West Indies,Home,Away,First,Second,232,292,524
3124,ODI # 3269,West Indies,Australia,Winner1stInning,Gros Islet,"Mar 25, 2012",Australia,West Indies,Home,Away,Second,First,236,226,462
3125,ODI # 3270,Afghanistan,Netherlands,Winner2ndInning,Sharjah,"Mar 29, 2012",Netherlands,U.A.E.,Neutral,Neutral,First,Second,190,152,342
3126,ODI # 3271,Afghanistan,Netherlands,Winner2ndInning,Sharjah,"Mar 31, 2012",Afghanistan,U.A.E.,Neutral,Neutral,Second,First,243,162,405
3127,ODI # 3272,Sri Lanka,Pakistan,Winner2ndInning,Pallekele,"Jun 7, 2012",Pakistan,,Neutral,Neutral,First,Second,277,233,510
3128,ODI # 3273,Sri Lanka,Pakistan,Winner1stInning,Pallekele,"Jun 9, 2012",Sri Lanka,,Neutral,Neutral,First,Second,247,219,466
3129,ODI # 3275,Sri Lanka,Pakistan,Winner1stInning,Colombo,"Jun 16, 2012",Sri Lanka,Sri Lanka,Home,Away,First,Second,159,282,441
3130,ODI # 3276,England,West Indies,Winner1stInning,Southampton,"Jun 16, 2012",England,England,Home,Away,First,Second,258,251,509
3131,ODI # 3277,Sri Lanka,Pakistan,Winner2ndInning,Colombo,"Jun 18, 2012",Sri Lanka,Sri Lanka,Home,Away,Second,First,174,298,472
3132,ODI # 3278,England,West Indies,Winner2ndInning,The Oval,"Jun 19, 2012",England,England,Home,Away,Second,First,190,188,378
3133,ODI # 3280,England,Australia,Winner1stInning,Lord's,"Jun 29, 2012",England,England,Home,Away,First,Second,299,208,507
3134,ODI # 3281,England,Australia,Winner2ndInning,The Oval,"Jul 1, 2012",England,England,Home,Away,Second,First,186,164,350
3135,ODI # 3282,Ireland,Afghanistan,Winner1stInning,Dublin,"Jul 5, 2012",Ireland,Ireland,Home,Away,First,Second,251,182,433
3136,ODI # 3283,West Indies,New Zealand,Winner2ndInning,Kingston,"Jul 5, 2012",West Indies,West Indies,Home,Away,Second,First,266,188,454
3137,ODI # 3284,England,Australia,Winner2ndInning,Chester,"Jul 7, 2012",England,England,Home,Away,Second,First,181,209,390
3138,ODI # 3285,West Indies,New Zealand,Winner1stInning,Kingston,"Jul 7, 2012",West Indies,West Indies,Home,Away,First,Second,226,173,399
3139,ODI # 3286,England,Australia,Winner2ndInning,Manchester,"Jul 10, 2012",England,England,Home,Away,Second,First,259,165,424
3140,ODI # 3287,Scotland,Canada,Winner2ndInning,Ayr,"Jul 11-12, 2012",Scotland,Scotland,Home,Away,Second,First,287,152,439
